curp ,idSucursal ,rfc ,nss,fechaNacimiento,fechadeIngreso,salario,antiguedad,edad
629110429161450655,34,6988855357070,020219413,1996/09/22,2017/04/29,3616.4,2022/03/03,30
219449212992851463,47,5435307985172,742358547,1981/11/30,2019/10/29,4807.3,2022/06/12,24
476047073183087192,5,8920877898649,128848183,2003/04/09,2020/03/11,3729.2,2022/05/14,39
624701793979912595,53,9189484425036,278349342,1993/12/22,2017/10/16,2435.5,2022/06/05,33
619283156530731249,50,3249768240094,046823372,2001/09/05,2016/08/26,4621.0,2022/06/11,24
202987579766353784,39,7662443891883,079123258,1989/05/16,2022/01/04,2158.8,2022/01/24,24
465839346871138421,59,5649235346081,155426433,1997/09/25,2017/11/22,3128.0,2022/03/17,39
856120556301205414,59,1310380988308,244434128,1995/02/26,2020/02/09,2601.3,2021/09/27,34
264492516434219531,52,3675075124454,319569369,1994/03/08,2021/12/20,5120.7,2022/05/19,38
634416879572819976,53,9968615150984,025189874,1997/03/07,2019/02/13,2941.9,2022/03/17,35
153897678018431472,20,2760123465997,032661339,1995/06/30,2017/09/05,5159.5,2021/08/01,20
223646148450688109,30,1437312427489,903132714,1996/09/07,2018/07/01,5916.4,2021/09/26,26
017949938056269571,60,7581738501761,045669751,1986/08/22,2017/12/07,2357.8,2022/02/05,21
512085045817002764,11,7395166537978,372796027,1985/03/15,2021/04/12,4297.7,2022/02/07,20
320406086552070327,42,5074451399097,718322293,1994/11/27,2020/09/29,5759.1,2021/06/20,38
416473960051248509,11,2996450560961,418372851,1993/11/18,2019/04/13,2174.6,2021/08/03,27
623059810930146500,33,4982302298851,085424161,2001/12/27,2017/10/31,3229.1,2021/09/15,38
201593050393385842,46,8195064635822,498612659,1997/02/23,2018/08/25,5619.7,2022/01/26,40
930761982930169001,26,2425885449051,524077123,1992/10/01,2017/05/03,4543.9,2021/12/24,36
100021300891254116,2,3565398280057,862775542,1980/03/06,2020/03/14,3578.7,2022/02/22,23
410040078548770574,4,2111219346113,993747362,1990/05/16,2018/06/27,4264.5,2022/02/17,37
327665053334454069,43,4596086340357,330555018,1985/07/07,2017/03/14,5804.4,2022/03/06,25
402043982894227078,3,5359306686184,810159965,1999/08/22,2018/09/23,4341.9,2022/05/11,41
662379661392787626,62,6055876175148,061083163,1981/07/08,2020/09/23,4341.4,2022/03/22,40
319312103583990884,52,1937622172607,539492381,1983/02/16,2019/02/06,3426.8,2022/02/02,30
253431295997120890,58,7522814885968,018592596,1994/06/23,2017/12/01,5558.4,2021/10/12,26
408872723923445250,55,2133099231222,471127153,1990/10/19,2016/11/05,4446.5,2022/06/05,33
444011260956302275,53,9213117589154,004046924,1986/04/03,2018/06/17,4616.5,2022/05/20,40
801088473792229614,23,5515389655131,983195676,1982/01/05,2021/12/22,2422.0,2022/01/12,35
142134199117251931,25,9594749058835,851651082,1998/07/22,2019/06/07,5809.1,2022/04/16,41
035893069848246830,15,6076432204865,993949998,1992/07/11,2019/05/27,3647.6,2022/05/06,31
664228327137413454,56,1843301888135,602507820,1987/10/05,2017/07/03,5139.1,2021/07/09,36
348787670874187638,38,8270548447666,860752275,2001/12/11,2022/04/09,4924.9,2021/12/23,38
675112142658033986,65,2672999446552,418137566,1984/06/02,2016/02/03,2700.7,2022/02/16,37
406918412369311622,42,5095468314893,141463778,1992/12/05,2017/05/13,4642.9,2022/01/12,35
104736727106557892,20,0031517650216,535393215,1982/05/18,2017/06/11,3799.6,2021/07/24,35
183816441272416725,36,1175837305086,985924581,1983/12/05,2018/03/01,4670.5,2021/11/13,21
237528541790558183,12,3017092350611,307745763,1993/11/01,2018/09/29,3164.5,2021/12/10,23
926129318024959102,47,3721511145460,302336961,1998/10/25,2019/11/25,2521.8,2022/02/07,20
552923022629372720,60,5538865551200,259148739,1996/02/06,2018/03/07,5140.7,2021/07/24,24
429503619018464245,54,3280019425634,356836756,1990/08/31,2017/07/11,2038.2,2021/10/10,25
662900681422953943,3,3772235202719,752667010,2003/11/16,2016/09/10,2757.2,2021/07/21,41
801291923580882906,16,8848389781560,189442275,2000/02/26,2021/03/26,4003.1,2021/08/07,20
039433497243907933,6,7805215288722,792200992,2000/07/23,2018/03/16,5532.1,2021/11/27,31
570767218815905023,52,0696038618724,751302417,1994/04/05,2016/10/12,5477.9,2022/02/07,27
451775484616085641,34,4918263351415,591026696,1987/05/07,2020/12/11,4032.1,2022/04/16,42
236016170186093803,3,9279246018087,036769244,1992/08/02,2021/07/11,2666.4,2021/08/23,21
065270252904594480,23,0280431958771,908697370,1999/07/27,2020/10/01,2791.9,2022/02/26,36
622599906489631674,68,6510558682990,574116773,2003/07/04,2022/01/20,5072.7,2022/01/13,41
107936125529083574,37,5331021897228,679488768,1982/02/26,2019/05/30,3331.0,2021/12/07,25
143359349112505772,68,4182270447196,963102242,2002/01/17,2019/11/07,2725.6,2022/04/29,26
062618667425302547,28,9051434254130,081790684,1986/07/13,2018/02/27,5706.6,2021/07/25,39
480849959479729498,12,2992804218547,285114512,1993/10/07,2019/01/24,5307.2,2022/03/27,28
096148119201263791,46,8023533979873,664498885,2002/12/29,2019/05/15,4317.5,2022/01/31,40
755638489611519481,33,3898675689605,822040502,1990/10/30,2019/08/09,3115.0,2021/09/07,26
331600103871920957,44,3785510378894,210827991,1991/06/05,2016/01/08,3241.1,2021/12/09,41
699648061591944792,31,0327255608232,312348621,1996/06/19,2020/07/29,3755.7,2021/12/03,20
085165052136256178,43,8225082041036,688955735,1983/09/17,2016/12/05,4910.3,2022/02/11,35
987271016926183085,41,2417981996370,787399704,1993/10/26,2021/02/07,5131.7,2021/10/30,20
273128115412693187,15,7240822973281,753319055,1980/05/30,2020/12/15,3035.4,2022/03/08,20
488292711589575874,32,3209098142320,236833825,1993/10/22,2021/01/13,4527.2,2021/09/04,31
356548026797007916,64,8566328140854,170878850,1990/08/30,2022/05/19,4329.4,2022/04/19,31
931550113142148675,53,4867350805015,525774562,1994/04/01,2019/11/19,2091.9,2021/12/26,23
015235215955568369,19,3832532041599,985369484,1995/04/20,2016/10/25,4639.9,2022/03/17,42
422777929952264225,67,3759430660992,794786598,1982/02/27,2020/03/23,4763.9,2022/01/08,40
802361430848269916,64,5202446384673,252931186,1994/10/31,2021/11/28,5131.5,2021/07/15,24
536122488021408535,16,5681181849344,734747855,1993/11/08,2020/08/19,2269.1,2022/05/09,28
546026883044572460,16,2993714176170,486263559,1990/03/28,2018/02/03,4344.9,2022/06/10,22
889411055492867882,14,1949684971306,653346936,1981/08/31,2016/12/18,3356.1,2021/10/24,38
720801151270470686,55,5284283828177,648526321,1989/11/20,2019/09/15,3234.8,2022/03/17,39
055029812652210562,19,6973597687325,473242651,2003/08/03,2018/01/26,5402.7,2021/10/01,20
112433951314792874,62,6165712182144,641541877,1982/02/02,2017/10/16,5668.7,2022/04/28,37
809538241783917264,53,3181905914414,918739759,1995/09/08,2022/04/08,2279.2,2022/04/09,27
827797967182718341,2,3924264078545,320409027,1992/01/08,2016/07/04,2107.3,2021/10/10,28
230274796220700854,63,0423351390147,654873909,1989/02/03,2021/03/01,4830.6,2021/07/25,39
680436579350982712,22,1110533388007,840189842,1985/07/31,2020/10/16,2040.0,2022/04/16,38
748881998849018041,39,7922342339392,348966666,1995/02/07,2018/07/19,4704.6,2021/12/01,26
324746937876049521,4,2788627989853,943908832,1981/09/24,2018/09/16,5484.1,2021/11/08,23
496789633486015057,61,1474532450284,030846400,1991/02/20,2018/01/04,4149.1,2022/04/13,28
108794393148511154,46,5102632357216,856226996,1999/05/05,2016/10/17,5012.1,2022/02/26,25
564099704942397571,68,0130417911898,680053311,1986/10/02,2018/06/26,3036.4,2022/02/01,23
349142676621009765,52,5879718577221,880331314,1988/10/04,2021/01/26,5975.5,2021/12/13,26
561625628362233948,21,8543079879695,972513845,1980/12/15,2019/01/31,2594.7,2021/06/15,21
062477929283364779,67,5433365768296,064147175,1998/11/24,2019/01/31,2001.0,2022/06/01,23
969821151147936280,4,7646307307821,388661010,1985/11/10,2016/11/27,4169.7,2022/01/28,20
966284380209362441,19,5197134080604,365284957,1981/03/15,2019/11/07,4800.3,2021/10/05,26
109212984964077709,35,3159369789296,735497968,1989/06/15,2019/08/03,5142.5,2022/02/12,25
899624425256814565,51,2561018578577,287704843,1993/08/21,2022/03/28,3074.6,2022/05/10,38
112812812413241537,58,9563919630107,969616936,1986/10/02,2021/04/26,3757.9,2021/06/26,27
692308088238639855,34,3596436560756,588766532,1992/06/08,2022/04/10,5096.6,2021/12/08,41
866802059984154502,3,8437207963205,060717810,1999/05/01,2022/03/24,3075.9,2021/12/03,31
535615073243129077,66,4146930240483,107754993,1997/07/29,2018/03/13,3214.1,2021/08/10,25
538852486042197117,18,2993199450353,096041838,1990/08/23,2017/02/26,5016.2,2021/11/04,37
480682707296612453,57,1201813364582,170701634,1984/05/02,2019/08/17,2572.8,2022/02/08,20
420877499865959498,62,5563203297184,466509623,1984/05/02,2019/09/18,3620.8,2022/05/17,25
873615365596751756,7,0665868807085,062566430,1994/02/21,2016/04/16,2407.2,2021/11/17,25
710264189255318721,59,1295308042024,092231853,1989/01/17,2020/01/17,5218.9,2021/06/16,42
797185644254272037,10,4267290133492,996205565,1990/01/10,2018/10/29,2452.9,2021/07/26,24
320101854595094788,28,4790650021153,489575459,1998/03/09,2016/04/13,4229.9,2022/02/22,31
134623938313828425,33,0941061968349,122781953,2000/06/08,2021/10/20,2277.2,2021/09/03,32
635007726608462021,42,2617176579331,157053183,2000/12/11,2019/12/20,4495.7,2022/03/07,34
292615553885777940,29,1341417452046,101771861,1981/03/07,2019/11/02,5599.4,2021/11/30,20
086807306941155601,63,9555165850187,378672169,1994/07/09,2021/09/23,3356.8,2021/11/09,30
677750354733821040,1,5598748539892,332961295,1983/06/25,2021/03/02,4513.4,2021/09/03,40
918379331675846277,32,5171693189882,632957838,1993/12/27,2017/02/04,5682.1,2021/08/10,30
995637917434440903,22,1184395696121,470662278,1981/09/09,2021/02/20,5611.0,2021/10/06,26
420489613952939881,11,7070035104033,786075614,1996/01/27,2020/10/14,4600.9,2021/12/15,24
345309279573520772,27,4446397434302,557332537,1981/09/16,2017/12/01,4296.1,2021/12/28,20
992399200159958086,43,3531115207130,818382957,2002/03/05,2019/02/20,2699.0,2022/01/21,29
699184520336787745,48,2032944691708,174297531,1986/01/31,2019/11/03,2861.7,2021/10/17,27
630572899167770179,11,2719598120009,620254294,1998/10/29,2016/09/07,3344.0,2022/02/07,21
454114967459421157,37,4120154505868,908583821,1999/05/09,2017/05/07,3404.5,2021/08/06,32
183458926751471444,38,0688752888087,564978533,1992/08/05,2016/09/06,3415.1,2021/08/08,20
273652812940848438,48,7897674155078,019347222,1980/12/06,2017/10/16,2879.1,2022/04/03,27
087243983214310072,56,0489037603938,922879406,1990/06/21,2017/03/18,2606.3,2022/05/01,29
149930915638146065,25,4503070282188,673641237,1991/03/28,2017/11/27,2863.9,2021/09/13,41
031303879147713795,67,1012252242083,602490729,1991/05/28,2018/05/07,3433.0,2021/11/14,34
620909559394791705,65,2967473802598,105018787,1985/09/04,2017/01/13,2803.1,2022/02/08,33
561214362381981035,26,4004101893599,247520596,1991/10/29,2016/01/21,3432.9,2021/09/17,23
804709999753038531,33,0201933486422,429308026,1980/07/22,2016/01/16,3587.4,2022/03/11,33
940381705141602847,58,7294958679032,980540684,1989/09/24,2021/11/11,4931.5,2021/09/22,36
667086853615511474,38,9965010111427,166931679,2002/06/03,2016/12/15,3079.8,2022/04/22,40
024745286458668834,49,0349109864297,623841501,1984/12/09,2020/04/07,4275.5,2022/03/19,30
616755691033553635,24,8634449928508,301687847,2000/12/04,2021/12/16,3704.3,2021/10/18,28
458676919808621793,25,5500444679113,465216390,1994/05/19,2019/11/24,2922.3,2022/01/01,32
046437143215842472,8,4672870671701,241358736,1996/03/23,2018/05/15,5275.8,2021/12/04,32
855337904263518447,5,5957177819862,862473202,1983/03/28,2018/05/04,3436.5,2021/10/12,40
846167424394659995,58,5809705525846,063718532,1996/09/13,2016/04/13,3146.4,2021/09/05,33
951975013923269069,32,0008928779518,997035339,2001/04/29,2018/09/10,2577.1,2021/11/04,31
093597136556587514,31,3048734969831,189395190,1980/05/14,2019/08/23,2905.2,2022/05/31,33
409441345592074379,51,1021886718126,547466072,1982/08/16,2022/04/26,5419.6,2022/05/21,21
858846649939652985,32,9218081072128,809845536,1995/03/16,2016/04/20,4411.9,2021/10/22,26
106303796180160999,50,6652863621663,371183070,1985/12/24,2019/03/03,3236.2,2021/06/27,32
638211001755037407,60,5282923995897,876929934,1991/09/25,2020/03/31,5500.3,2022/01/31,23
077599445939701107,20,8752570409732,905061945,1999/11/21,2016/03/10,4619.4,2021/09/19,27
541262123119764053,3,5097785728601,115361357,1990/03/12,2019/05/12,2090.7,2021/10/31,37
616085397645464326,43,6968254577696,356801119,2001/11/27,2018/04/15,4614.1,2021/07/22,31
910563067641397596,36,8412919986631,772175612,1983/07/25,2018/02/21,5447.7,2021/08/07,21
962901987425980710,26,9416073751833,729936221,1992/09/13,2017/10/22,3236.8,2022/04/28,24
644618359563259877,43,8713356089728,160660756,1991/08/19,2021/05/04,5265.0,2021/09/10,42
087904131902037686,16,5461089659834,784187175,1990/10/16,2017/04/27,5200.4,2021/09/25,40
492133692207103593,35,7524544023620,420787626,1999/04/28,2019/08/27,2292.9,2022/02/04,40
990316336099137346,63,4878909407770,769646768,1989/07/30,2017/06/03,3848.0,2021/08/17,34
467861029464180358,55,3561641339845,334954012,1997/08/10,2016/01/01,2125.7,2022/02/17,28
327068615941135167,1,6075563769467,280960462,1980/08/01,2018/08/08,3254.7,2021/10/07,26
301448764742404168,13,8585406853668,566080052,1999/01/20,2021/05/18,4947.8,2021/06/19,22
929438845707028156,46,7060335669859,248999144,1994/12/12,2021/02/22,3940.3,2022/03/24,21
324576775634564156,45,1681234911439,775213555,2001/02/05,2018/11/03,2723.4,2021/09/28,33
875384125860087698,34,3493681647937,804598835,1990/04/17,2017/01/06,4440.2,2021/09/08,26
498015899262551423,23,3685871470560,148781149,1984/04/09,2021/04/02,4561.8,2022/06/14,29
701065071417654916,54,8192191630336,213497687,1998/06/28,2017/01/19,4532.1,2021/07/02,41
108558148116080458,54,1276167565748,840052060,1996/05/20,2018/11/25,4042.1,2021/08/17,27
986043171436335233,10,3248438903468,452893359,1992/09/29,2022/04/20,2329.3,2022/05/01,33
559310765909455944,1,8306680434658,106811644,1984/11/30,2021/04/20,2205.7,2021/12/14,20
121993958162049781,30,8146039376526,925371801,1982/08/24,2016/10/08,5401.8,2022/01/04,31
970426593608265865,58,9969133946940,915173068,1997/08/28,2016/11/19,4931.0,2021/06/22,27
369696242201218778,62,1414767464358,244071928,1997/09/16,2018/07/01,4161.0,2021/10/26,27
129584267719492413,6,1698286233892,715626666,1989/12/18,2018/11/28,2444.6,2021/12/20,32
700458079335707271,42,5079223865044,039038656,1981/12/02,2020/07/05,4981.1,2021/08/16,21
930070141102560926,38,0893657676048,104780119,1994/01/24,2021/03/20,3166.8,2022/04/07,21
643339964052826623,25,7496620231415,194499360,1995/06/12,2018/06/18,4733.8,2021/09/19,40
087367839791031676,36,4667912344947,419571310,1998/08/12,2020/05/22,4115.2,2022/03/13,36
941820192928054221,2,1739261219463,833289847,1986/06/21,2018/10/27,5957.1,2022/01/23,24
379650911353406351,26,1590352966272,185663721,1995/03/29,2019/08/28,4013.3,2021/12/30,37
529506944657011788,38,1686019489640,149484419,1982/05/06,2016/01/23,5574.8,2021/11/20,34
401172971649143142,28,2465861824211,781888659,1998/05/04,2018/07/15,5939.7,2021/10/24,20
203690510152009424,64,3631015514499,802975591,1986/11/24,2019/11/05,5617.0,2021/10/12,39
309514262618864691,42,2160012491887,213171600,1992/02/09,2019/08/10,4122.3,2021/10/19,37
284519783716848349,37,0943545814887,598026864,1985/02/08,2019/02/13,3862.1,2021/09/09,24
260176464812602957,46,1189264291365,547999376,1989/06/12,2017/09/26,5590.6,2021/10/11,39
586524813459035951,12,9797752986275,020331596,1983/10/19,2016/01/26,3685.4,2022/06/02,30
572686399766109795,45,9401431512182,173054790,1982/01/02,2020/04/27,5412.2,2021/10/24,31
295805079599546438,58,8289453468738,897675085,2002/07/23,2021/06/26,2387.9,2022/01/21,34
455188379268375171,33,9615401805144,270809309,1981/08/23,2017/05/06,2519.3,2021/08/30,35
080284464306865043,41,4033134504475,507237445,1983/10/13,2020/10/21,2826.7,2021/10/16,22
541147233857320191,39,0000314260015,621639585,1998/11/29,2018/08/09,4550.2,2022/01/31,24
785846748734397388,55,1754695716940,545756905,1985/04/21,2018/08/29,3410.5,2022/03/14,30
458128631224165097,31,6036752526505,901325207,1982/08/16,2016/07/22,5877.6,2021/12/22,27
334235652977084088,47,8253802041186,224069937,1990/07/31,2018/08/12,3231.8,2022/05/04,35
683997085551927427,18,6064801326485,614930142,1999/03/02,2022/05/04,2996.8,2022/05/24,42
359451916584328297,4,7182338018349,588953842,1985/05/20,2019/05/12,2141.4,2021/07/04,27
904360649291380573,42,6549775259693,115235494,1995/08/22,2019/05/03,3624.8,2022/03/26,24
894322490575588242,13,2830091015979,350786279,1992/09/20,2018/06/12,3282.5,2021/08/16,37
773819621702944298,41,1267856072346,293985182,1988/10/31,2016/03/08,5193.8,2022/02/27,41
435192410803584690,3,7756824691777,639282833,1981/05/14,2021/11/05,4707.3,2022/04/22,24
347526750053867462,20,0035058112831,116351218,1985/01/14,2022/05/30,3170.1,2021/07/03,41
050670604579782451,26,4272355344113,102374462,2001/10/19,2017/06/24,3325.3,2021/07/27,31
160979646688440573,46,0303595291183,705413516,1997/12/17,2020/12/26,2077.2,2021/07/24,37
808780986544581553,43,1869233046624,686108625,1992/03/30,2016/09/16,5744.5,2021/11/06,38
338944233197864327,38,0208451081404,804728219,1986/11/14,2018/05/10,5564.7,2021/12/24,21
295180673263263218,24,9222930774297,856445403,1980/09/17,2016/08/17,3734.5,2022/03/07,37
013800519864192979,9,6658668472910,389864164,1994/01/27,2020/05/25,5046.2,2021/12/29,24
646333081418232172,57,5510995542853,396008524,1994/08/11,2020/09/11,3964.1,2022/04/08,34
348208061746256651,64,0587485716511,986529700,1997/06/24,2020/12/04,4575.5,2021/07/24,39
287424172277405030,35,3337750139200,044303606,2002/08/15,2021/07/18,5579.6,2022/06/03,39
320338493853816165,13,6580708477073,968143148,1988/02/03,2019/10/02,5852.1,2021/12/27,35
615267244098250091,45,1909858406990,531037782,1998/07/23,2017/07/05,5387.0,2022/03/12,23
183677377604729519,4,6002532950768,889384104,1983/08/22,2019/05/21,5865.9,2022/03/25,28
876108566511709803,27,3338173825934,245192510,1989/11/05,2020/12/19,3754.3,2022/01/01,31
385003456638909256,53,1810782831101,427286449,1997/07/20,2020/03/13,3489.4,2021/12/29,37
826940800803642137,1,7341868226115,045329141,1980/07/27,2019/06/15,2965.5,2022/01/11,39
055221831915006319,48,9705123255889,364761897,2002/01/05,2016/04/14,2218.5,2022/04/13,35
558657624093445387,18,2396588458244,921096238,1990/10/02,2020/03/08,2435.9,2022/05/16,27
741527929196369115,10,0666035728080,305999815,2000/12/12,2020/12/05,5980.4,2022/05/23,27
499361420469963313,32,1243086605473,352722690,1983/05/21,2017/02/14,3432.6,2021/09/27,32
054509815235092361,62,0854186946972,293840162,1995/06/06,2019/09/13,4089.5,2022/04/13,33
080373447267074886,61,7356949414977,339867170,2000/10/20,2020/10/05,5735.9,2022/02/08,20
933442708372758039,42,6394897993159,291941998,1985/05/16,2021/06/19,4989.4,2022/03/19,25
326777200893290595,52,6186672188514,134992169,1987/06/06,2022/02/27,3129.8,2021/10/02,29
493823389500067394,47,6285714522561,461739356,1993/05/11,2021/12/11,4369.2,2021/10/08,26
517879736341105653,20,5504390448324,736227523,1999/10/15,2020/06/23,4469.0,2021/07/26,30
891580247244704360,56,6123241458689,422989020,1987/07/08,2021/04/23,4717.0,2022/02/23,42
660872005765036934,57,8564624984219,355486339,1990/12/26,2021/08/22,5889.7,2021/12/09,41
685703553645687122,40,5254496708448,751014258,1996/04/22,2020/08/24,3504.1,2021/10/24,24
309230583445986942,4,5192856050271,677424410,1982/09/30,2021/01/28,3034.7,2022/05/14,24
476155990216741962,36,9308468220366,059837473,1997/02/27,2020/06/03,3951.9,2021/07/07,26
521574668673847268,53,4553959632782,638435661,1998/02/01,2022/02/23,5550.6,2021/12/18,33
243349974473800631,12,6039909657826,809415421,1983/12/09,2021/11/15,3413.6,2022/03/04,31
304915036165746210,22,5773600894739,737897493,1980/05/31,2020/06/19,5945.1,2022/06/12,26
757327695626912897,35,2759768660227,722971876,1981/08/03,2022/04/03,4722.4,2022/05/08,40
976815172012319573,52,4726577797475,135090954,1997/09/18,2016/04/11,2586.9,2022/02/14,32
977835041847448807,59,6939231516889,839609041,1984/07/11,2022/04/17,5102.9,2021/08/02,41
052885239021925858,1,4173859445845,972699516,1980/11/07,2017/02/07,5026.5,2022/01/19,21
087047436626913137,9,9607357482763,629400280,1983/04/17,2017/12/25,4613.5,2022/06/09,29
344516450937186069,15,8423621784790,657048895,1991/11/04,2016/01/11,4548.4,2021/06/15,24
378977799483137806,2,8068354156330,380137462,1989/10/10,2021/03/12,4330.4,2021/07/18,33
844043300620835517,1,2910979884337,670404055,1997/01/16,2017/05/09,5991.4,2021/12/07,29
122889882009417476,2,9220438569055,194665245,2002/10/29,2022/02/06,3296.4,2021/11/02,40
152581389419809192,55,2606608859800,633268292,1994/08/02,2019/03/01,3649.0,2021/10/04,23
420019659063197564,23,8691020056317,004626586,1997/07/18,2017/03/12,2174.9,2021/11/14,38
588794858474119633,65,1464433586278,587687542,2003/07/21,2017/02/16,2585.0,2022/03/28,42
539710325769658677,8,6580824793814,301839065,2001/10/03,2018/12/12,2623.2,2021/07/17,22
013897435547336084,41,4898622225302,695447350,1987/09/11,2016/05/27,5253.4,2022/04/04,36
543678313980433037,47,1234507672370,690522275,1998/10/09,2018/06/20,2231.1,2022/05/10,42
945666973437671377,7,5277538480566,715934564,1980/06/26,2019/05/12,5808.1,2021/12/17,36
377263025253483845,3,2808232865588,180348882,1981/11/10,2020/11/15,4772.9,2022/04/02,36
054462363935356078,25,3646313110350,779071655,2003/12/22,2018/04/23,4332.1,2021/08/29,34
302754867929929962,20,1053132914902,452377870,1982/08/06,2019/07/25,5093.5,2021/07/29,42
264788040898803102,27,8976530773896,028003383,1995/02/26,2017/07/21,2409.4,2021/12/12,24
522219227292752038,37,8972674633102,992607920,1984/05/20,2021/07/01,3062.7,2022/03/04,27
514642806906952730,48,1083061079426,985940066,1985/08/02,2017/10/31,4598.0,2021/08/05,32
311753944891606265,10,0814283114008,439826758,1996/03/05,2018/05/28,5795.8,2021/08/06,20
118726947916863131,61,3791081939166,355758375,2000/05/17,2017/11/06,4234.7,2021/07/09,36
701211478045007603,47,4030303148734,246587498,1996/09/04,2020/12/23,4225.0,2021/08/28,41
018790757116404838,59,9425105143700,498100419,1998/03/16,2018/03/02,2402.0,2022/01/29,40
344541757726526183,55,4202972082210,548938828,1986/07/20,2021/03/28,3235.2,2021/12/02,22
380667103793723621,42,4177038493347,215415475,1993/05/12,2017/04/02,2177.2,2022/04/22,42
075130605545988622,52,2903378083582,718731882,2001/02/03,2016/01/12,4981.0,2021/06/15,34
863055454603315282,57,2881730014532,016023818,1995/12/23,2019/01/31,5686.6,2022/02/04,35
924066185498471412,17,3450822994755,110618878,1980/05/24,2021/04/24,5350.9,2022/05/14,38
495221616046287188,32,7695070177909,410957168,1986/02/27,2018/04/26,4688.9,2021/08/13,24
120492572696262600,54,3584068170063,107795737,2002/05/26,2020/03/10,3567.4,2021/11/08,40
843129606806840028,48,6871088831396,826539073,1989/06/07,2020/05/19,5637.9,2022/01/25,23
257676669217854217,6,8855231300810,261575994,1982/02/15,2017/07/05,4436.9,2021/10/22,30
385116684572082452,53,3517924011802,579161514,1980/11/01,2020/01/29,4821.5,2022/03/04,28
847901501696185595,53,2140556895124,145846857,1996/08/26,2018/05/27,3970.5,2022/05/26,21
592189955912331508,63,7427725001880,240054946,2003/04/03,2018/10/09,4893.8,2021/07/24,40
352151763083892693,46,9284058223746,777287427,1991/04/03,2017/08/04,5188.1,2021/10/11,33
746646513939868105,17,2731049511483,698409398,1983/01/06,2020/08/17,4698.2,2021/12/27,36
140795170857722141,54,5600430910593,997456306,1983/02/04,2018/03/13,5076.7,2022/05/10,25
175577549064995206,49,9663613322043,891284318,1986/09/11,2017/09/07,2908.8,2021/12/25,27
136599312153672648,16,5139493426028,625029164,1989/10/08,2019/09/17,5128.7,2021/06/28,35
657762110936984471,28,2550329875110,428068691,1984/09/09,2022/01/03,4032.6,2021/07/31,36
153488473585819280,51,8923161074377,789587634,1998/05/14,2019/09/27,5887.8,2022/02/19,21
057461469900484276,37,9506255345103,843529017,1999/09/06,2019/03/02,4259.6,2021/06/24,28
917861826173659961,2,9441924491995,072675376,1982/12/29,2019/02/11,3076.1,2021/08/26,39
311179467390007059,39,2497260610090,204657516,1991/09/21,2016/11/25,5886.7,2021/11/13,38
618281783131364326,4,1658436424277,275285847,1994/09/27,2020/05/22,4249.4,2022/03/16,20
861412324863155072,8,6163988747755,212860695,1981/12/28,2017/06/08,5970.9,2022/01/06,20
901180150631278668,43,7703169241524,644345103,1980/01/17,2020/08/03,3408.0,2021/12/26,42
131156092768417942,61,9552674267377,049044595,2001/08/18,2018/07/24,2550.7,2021/11/22,39
740816947734319288,10,0556435938356,301773859,1988/08/20,2021/04/26,2896.6,2022/04/06,40
023677709645764279,61,1210866456932,854520911,1996/06/04,2017/01/17,5742.3,2021/09/26,27
387574648343501580,8,6330080504379,473239832,2002/04/12,2017/07/15,5300.2,2022/02/25,40
532169037319123732,68,8987325832652,359635082,1995/03/29,2016/04/11,5404.8,2022/03/21,22
448852880252873659,39,1434695545759,138549826,1985/10/13,2020/10/05,3998.4,2021/09/19,32
027737756713026613,18,4935294858588,490277570,1980/12/14,2016/07/13,3815.7,2022/01/17,33
935458276246156041,45,8114105159809,815841704,1991/05/18,2016/04/10,3704.7,2022/04/26,35
185029705088837499,9,8238129674790,265897992,1987/04/11,2020/07/04,5204.9,2022/06/03,23
692345565548461755,26,6835332693656,566835485,1983/03/22,2017/02/07,2245.8,2021/12/06,29
125108462355237021,56,0263709061886,167184753,1984/07/05,2018/08/19,4091.4,2021/08/11,30
141632531869116643,34,0554691152708,758965741,1994/09/19,2020/08/19,5012.3,2021/09/03,28
540180260734197095,15,3016675618260,622954261,1991/07/16,2019/02/22,5140.8,2022/06/04,22
771447703742675789,33,2210588408129,548937074,1993/02/07,2016/01/24,3051.9,2021/11/13,28
871980282851902121,11,7834347363092,601215573,1996/09/16,2018/09/14,3069.2,2022/02/14,28
763356621969490582,5,4790431359514,638713053,1997/01/09,2018/03/17,5554.8,2022/01/13,38
610795954733017861,15,0078877161047,732067319,1989/11/04,2021/10/19,4100.9,2021/12/06,26
062103542629566568,41,0246520429156,407637022,1996/08/31,2019/08/19,4415.5,2022/02/15,38
297450368367757096,8,0247581874103,722408859,1999/04/26,2018/05/19,2171.1,2021/11/25,29
062448369552453657,32,1969044510165,445269380,1986/12/07,2019/05/19,2160.3,2021/11/17,21
440475588903612378,38,2360049584916,719816545,1997/10/28,2018/11/24,2763.1,2021/08/18,21
667790204982238820,2,7775710286823,735475494,1990/12/19,2017/04/09,3108.5,2022/02/10,30
021792910986169916,1,8371662534996,918876584,1982/07/22,2018/01/08,3216.4,2021/08/28,42
871627460626339527,8,8866175771807,883128423,1987/06/18,2018/01/09,4995.1,2021/09/13,40
472075941670469877,41,8937282360254,256535161,1987/04/18,2018/07/22,4071.9,2021/11/19,22
515293239396423517,15,8560287887571,542289127,1988/06/24,2021/03/24,2780.0,2022/01/26,36
